rotten_tomatoes_link,critic_name,top_critic,publisher_name,review_type,review_score,review_date,review_content,movie_title,movie_info,critics_consensus,content_rating,genres,directors,authors,actors,original_release_date,streaming_release_date,runtime,production_company,tomatometer_status,tomatometer_rating,tomatometer_count,audience_status,audience_rating,audience_count,tomatometer_top_critics_count,tomatometer_fresh_critics_count,tomatometer_rotten_critics_count,drama_or_comedy
m/clifford,Roger Ebert,True,Chicago Sun-Times,Rotten,0.5/4,2000-01-01,"Clifford is not bad on the acting, directing or even writing levels. It fails on a deeper level still, the level of the underlying conception. Something about the material itself is profoundly not funny. Irredeemably not funny.",Clifford,"When his brother asks him to look after his young son, Clifford (Martin Short), Martin Daniels (Charles Grodin) agrees, taking the boy into his home and introducing him to his future wife, Sarah (Mary Steenburgen). Clifford is fixated on the idea of visiting a famed theme park, and Martin, an engineer who helped build the park, makes plans to take him. But, when Clifford reveals himself to be a first-rate brat, his uncle goes bonkers, and a loony inter-generational standoff ensues.","Ill-conceived and desperately unfunny, Clifford stars Martin Short as a 10-year-old boy. You read that correctly. That's the joke.",PG,"Comedy, Kids & Family",Paul Flaherty,"Will Aldis, Jay Dee Rock, Steven Kampmann, Bobby Vonhayes","Martin Short, Charles Grodin, Mary Steenburgen, Dabney Coleman, G.D. Spradlin, Anne Jeffreys, Richard Kind, Jennifer Savidge, Brandis Kemp, Ben Savage, Don Galloway, Tim Lane, Susan Varon, Josh Seal, Kevin Mockrin, Tim Stack, Marianne Muellerleile, Kirsten Holmquist, Megan Kloner, Jesse Stock, Creighton Douglas II, Jennifer Nash, Linda Hoffman, Shelley DeSai, Channing Chase, Christopher Murray, David Byrd, Gary Byron, Anthony S. Johnson, R. Leo Schreiber, Greg Blanchard, Annabel Schofield, Natalie Core, Sonia Jackson, Kathy Fitzgerald, Bergen Williams, Akuyoe, Richard Fancy, Al Pugliese, Mars Callahan, Patricia Bell, Jane Sullivan, James 'Gypsy' Haake, Sherlynn Hicks, Barry Dennen, James Cary Flynn, Alicia Gilbert, Kelly Shane Rivers, Seth ""Shifty"" Binzer, Anthony Johnson, Gregory ""Mars"" Martin",1994-04-01,2016-09-17,89.0,MGM,Rotten,13.0,31.0,Upright,67.0,8913.0,9,4,27,Comedy
m/tall_blond_man_with_one_black_shoe,Roger Ebert,True,Chicago Sun-Times,Rotten,2.5/4,2004-10-23,"Tall Blond Man is just too relaxed, too confident of its own cool; comedy has to take more risks than this one does.",Le Grand Blond avec Une Chaussure Noire (The Tall Blond Man with One Black Shoe),"Desperate to protect his job from a bureaucratic rival, the head of the French secret service (Jean Rochefort) picks outs a stranger, François Perrin (Pierre Richard), from a Paris crowd and singles him out as a master spy who should be tracked very closely. In reality, François is an amiable, if clumsy, classical violinist whose complete obliviousness to the agents watching him only further convinces them that they have a major undercover operative in their sights.",,PG,"Art House & International, Comedy, Mystery & Suspense",Yves Robert,"Francis Veber, Yves Robert","Pierre Richard, Bernard Blier, Jean Rochefort, Jean Carmet, Arlette Balkis, Mireille Darc, Colette Castel, Robert Caccia, Jean Obe, Paul Le Person, Robert Castel, Roger Caccia, Robert Dalban, Jean Saudray, Maurice Barrier, Stéphane Bouy, Arlette Balkiss, Yves Robert, Marcel Gassouk, Mirelle Darc",1973-08-30,2016-08-10,90.0,Gaumont,Fresh,67.0,6.0,Upright,80.0,674.0,3,4,2,Comedy
m/daddy_day_care,Roger Ebert,True,Chicago Sun-Times,Rotten,1/4,2003-05-09,A film so wrong-headed audiences will be more appalled than amused.,Daddy Day Care,"While his wife, Kim (Regina King), brings home the bacon, unemployed Charlie (Eddie Murphy) spends his days caring for the couple's young son. With help from a friend, Phil (Jeff Garlin), Charlie decides to start a day care center. Enrollment quickly surges, and, as they add another employee, goofy Marvin (Steve Zahn), Charlie finds himself dealing with endless red tape. Will he be able to keep the business afloat, or will parents defect to Mrs. Harridan's (Anjelica Huston) day care center?",Daddy Day Care does its job of babysitting the tots. Anyone older will probably be bored.,PG,"Comedy, Kids & Family",Steve Carr,"Geoff Rodkey, Steve Carr","Eddie Murphy, Jeff Garlin, Anjelica Huston, Steve Zahn, Regina King, Kevin Nealon, Jonathan Katz, Siobhan Fallon Hogan, Lisa Edelstein, Lacey Chabert, Laura Kightlinger, Leila Arcieri, Khamani Griffin, Max Burkholder, Sloane Momsen, Parker McKenna Posey, Arthur Young, Elle Fanning, Cesar Flores, Makenzie Vega, Hailey Johnson, Felix Achille, Shane Baumel, Jimmy Bennett, Connor Carmody, Gary Owen, Wallace Langham, Kennedy McCullough, Alyssa Shafer, Nathan Carter, Bridgette Ho, Cheap Trick, Brie Arbaugh, Susan Santiago, Annabelle Gurwitch, Mary Porster, Timmy Deters, McNally Sagal, Damani Roberts, Tara Mercurio, Tracy Lynch Britton, Nathaniel Carter, Brian Palermo, Kris Cruz Toledo, Michelle Krusiec, Lisa Oliva, Don Winston, Dennis Cockrum, Mary Portser, Roger E. Reid, Mark Griffin, Rachael Harris, Paul Anthony Reynolds, Sonya Eddy, Bess Meisler, Fred Stoller, Joan Blair, Fred Stoler",2003-05-09,2016-01-03,92.0,Sony Pictures,Rotten,27.0,132.0,Spilled,48.0,472605.0,38,36,96,Comedy
m/1072990-harriet_the_spy,Roger Ebert,True,Chicago Sun-Times,Rotten,2/4,2000-01-01,...the pacing is slow and there are scenes that seem amateurish...,Harriet the Spy,"Harriet (Michelle Trachtenberg) may only be in the sixth grade, but she's already found her calling: to be a spy. In a private journal she takes everywhere, Harriet records suspicious activity and keeps a running list of observations on virtually everyone she knows. It seems harmless enough until, one day, someone finds the journal and exposes Harriet's critical thoughts about her classmates. Suddenly, even her best friends are against her, and Harriet resolves to take revenge.",Harriet the Spy is a rapid-fire mystery movie that doesn't have much to offer beyond the two decent lead performances.,PG,"Action & Adventure, Comedy, Kids & Family",Bronwen Hughes,"Douglas Petrie, Theresa Rebeck, Greg Taylor, Julie Talen","Michelle Trachtenberg, Rosie O'Donnell, Vanessa Lee Chester, Gregory Smith, J. Smith-Cameron, Robert Joy, Eartha Kitt, Don Francks, Charlotte Sullivan, Teisha Kim, Cecilley Carroll, Dov Tiefenbach, Nina Shock, Conor Devitt, Connor Devitt, Alisha Morrison, Nancy Beatty, Eugene Lipinski, Gerry Quigley, Jackie Richardson, Mercedes Enriquez, Roland Kirouac, Paul Sun-Hyung Lee, Mung Ling Tsui, Ho Chow, Byron Wong, Paul L.Q. Lee, Kim Lieu, Kwok-Wing Leung, Sally Cahill, Roger Clown, Jamie Jones, Bob Windsor, Tsui Mung-Ling, Gladys O'Connor, Vic Ho, Roland Kirouac Jr.",1996-07-10,2013-08-01,101.0,Paramount Pictures,Rotten,48.0,31.0,Spilled,50.0,46870.0,15,15,16,Comedy
m/spice_world,Roger Ebert,True,Chicago Sun-Times,Rotten,0.5/4,2000-01-01,"Spice World"" is obviously intended as a ripoff of A Hard Day's Night, which gave the Beatles to the movies. They should have ripped off more -- everything they could get their hands on.",Spice World,"Hang on to your knickers, pump up your platforms and fasten your seat belts, because the Spice Girls - Emma Bunton (Baby Spice), Geri Halliwell (Ginger Spice), Melanie Brown (Scary Spice), Melanie Chisholm (Sporty Spice) and Victoria Addams (Posh Spice) - are taking center stage in their feature film debut ""Spice World,"" a roller coaster ride which will spice up your life and open your eyes very wide!","Spice World's lack of cohesive plot will likely lose most viewers, but for fans of the titular girl group there's more than enough fun to be had in their wacky -- albeit superficial -- whirlwind of an adventure.",PG,Comedy,Bob Spiers,"Jamie Lee Curtis, Kim Fuller","Spice Girls, Richard E. Grant, Alan Cumming, Victoria Beckham, George Wendt, Melanie C, Claire Rushbrook, Mark McKinney, Richard O'Brien, Roger Moore, Barry Humphries, Jason Flemyng, Michael Barrymore, Naoki Mori, Meat Loaf, Bill Paterson, Jools Holland, Naoko Mori, Melanie Brown, Victoria Beckham, Melanie Chisholm, Emma Bunton, Geri Halliwell, Elvis Costello, Jennifer Saunders, Steven O'Donnell, Kevin Allen, Devon Anderson, Richard Briers, Simon Chandler, David Fahm, Stephen Fry, Bob Geldof, Neil Fox, Llewella Gideon, Guy Gowan, Bob Hoskins, Elton John, Craig Kelly, Hugh Laurie, Marian McLoughlin, Kevin McNally, Neil Mullarkey, Jonathan Ross, Simon Shepherd, Catherine Shipton, Peter Sissons, Denise Stephanson, Denise Stephenson, Perdita Weekes, Perdita Weeks, Dominic West, Simon Ellis, Andy Gangadeen, Paul Gendler, Fergus Gerrand, Steve Lewinson, Michael Martin",1998-01-23,2013-04-25,92.0,Sony Pictures Entertainment,Rotten,34.0,64.0,Spilled,45.0,169246.0,22,22,42,Comedy
m/from_the_hip,Roger Ebert,True,Chicago Sun-Times,Rotten,2.5/4,2000-01-01,"I don't know much about the law, but I know enough to assure you that ""From the Hip"" is completely implausible from beginning to end.",From the Hip,"Attorney Robin ""Stormy"" Weathers (Judd Nelson) engages in some outrageous courtroom antics in order to get a bank president acquitted of assault charges. Stormy's performance is so impressive that he's then promoted to partner in his firm. But his next case is defending Douglas Benoit (John Hurt), a professor who is accused of killing a prostitute with a hammer. Stormy struggles with the case and his belief that Benoit is a raving lunatic, a danger to society and guilty of the murder.",,PG,Comedy,"Bob Clark (III), Bob Clark",David E. Kelley,"Judd Nelson, Elizabeth Perkins, John Hurt, Darren McGavin, Dan Monahan, David Alan Grier, Nancy Marchand, Allan Arbus, Edward Winter, Richard Zobel, Ray Walston, Robert Irvin Elliott, Beatrice Winde, Art Hindle, Priscilla Pointer, Meshach Taylor, Royce D. Applegate, Pearl Jones, David Fitzsimmons, Terry Loughlin, Jon Thompson, Lou Criscuolo, Everett Quinton, Robert Dickman, Will Knickerbocker, H. Richard Greene, Ed Grady, George Hall, Robert Inman",1987-02-06,2016-08-10,110.0,Lorimar Home Video,Rotten,22.0,9.0,Upright,60.0,1544.0,3,2,7,Comedy
m/1013089-main_event,Roger Ebert,True,Chicago Sun-Times,Rotten,2/4,2004-10-23,"The movie just doesn't have the life, the zaniness, this kind of screwball material demands.",The Main Event,"When her accountant absconds with all her money, Hillary Kramer (Barbra Streisand) goes from reigning queen of the perfume business to flat broke. Down to her last few possessions of value, Hillary finds a contract for a boxer known as Eddie ""Kid Natural"" Scanlon (Ryan O'Neal). He's a completely inept fighter, but Kramer is desperate enough to think he's her ticket back to glory. She aggressively promotes him despite his flaws, and falls in love along the way.",,PG,"Comedy, Special Interest, Romance",Howard Zieff,"Gail Parent, Andrew Smith","Barbra Streisand, Ryan O'Neal, Paul Sand, Whitman Mayo, Patti D'Arbanville, Chu Chu Malave, Richard Lawson, James Gregory, Richard Altman, Joe Amsler, Seth Banks, Lindsay Bloom, Earl Boen, Roger Bowen, Badja Djola, Rory Calhoun, Sue Casey, Kristine DeBell, Alvin Childress, Al Denava, Rene Dijon, Shay Duffin, Murphy Dunne, Art Evans, Ron Henriques, Anthony Renya, Maurice Sneed, Lee C. Harman, Vic Heutschy, Ernie Hudson, Bill Murray, Dave Ketchum, Jimmy Lennon Sr., Len Lesser, Eddie Lopez, Gilda Marx, Denver Mattson, Bill P. Murry, Brent Musberger, Robert Nadder, Harvey Parry, John Reilly, Tim Rossovich, Jack Somack, Richard S. Steele, Karen Wookey, Darrell Zwerling",1979-06-22,2008-11-07,112.0,WARNER BROTHERS PICTURES,Rotten,40.0,10.0,Spilled,42.0,2366.0,2,4,6,Comedy
m/spaced_invaders,Roger Ebert,True,Chicago Sun-Times,Rotten,1.5/4,2000-01-01,"Maybe I've lost touch with silly, brainless entertainments like this. Let's hope so: One of the purposes of growing up and getting an education is to learn why movies like Spaced Invaders are a waste of time.",Spaced Invaders,"Believing they're supposed to invade Earth, goofy little green martians land in Illinois on Halloween.",,PG,"Comedy, Science Fiction & Fantasy",Patrick Read Johnson,"Scott Lawrence Alexander, Patrick Read Johnson","Douglas Barr, Royal Dano, Ariana Richards, J.J. Anderson, Gregg Berger, Kevin Thompson (II), James Eustermann, Jimmy Briscoe, Justin Henry, Tony Cox, Wayne Alexander, Patrick Read Johnson, Fred Applegate, Kirk Thatcher, Patrika Darbo, Tonya Lee Williams, Ryan Todd, Barry O'Neill, Adam Hansley, Casey Sander, Rose Parenti, Jim Eusterman, Justine L. Henry, Debbie Lee Carrington, Kent Minault, William Holmes, Hal Riddle, Glen Vernon, Tommy Madden, Jeff Winkless, Bruce Lanoil, Joe Alaskey, Tony Pope",1990-04-27,2016-03-22,100.0,Touchstone Pictures,Rotten,8.0,12.0,Spilled,51.0,6573.0,3,1,11,Comedy
m/spy_next_door,Roger Ebert,True,Chicago Sun-Times,Rotten,1.5/4,2010-01-14,"The Spy Next Door is precisely what you would expect from a PG-rated Jackie Chan comedy with that plot. If that's what you're looking for, you won't be disappointed. It's not what I was looking for.",The Spy Next Door,"Bob Ho (Jackie Chan), an undercover operative for the CIA, decides to give up his career and marry his girlfriend, Gillian (Amber Valletta). First however, he has one more mission to complete: Gain the approval of Gillian's children. Bob volunteers to baby-sit when Gillian is called away, but the operation hits a snag when one of the kids mistakenly downloads a top-secret formula, and a Russian terrorist takes aim at Bob's prospective family.","Lacking a script funny enough to cover up for Jackie Chan's fading physical gifts, The Spy Next Door fails on every conceivable level.",PG,"Action & Adventure, Comedy",Brian Levant,"Jonathan Bernstein, James Greer, Gregory Poirier, Jim Greer","Jackie Chan, Amber Valletta, Madeline Carroll, Will Shadley, Alina Foley, Magnús Scheving, Billy Ray Cyrus, Katherine Boecher, Lucas Till, George Lopez, Mia Stallard, Maverick McWilliams, Quinn Mason, Margaret Murphy, Frank Bond, Arron Shiver, Esodie Geiger, Stephen Eiland, Tim Connolly, Troy R. Brenna, Jeff Chase, Scott Workman, Mark Kubr, David Mattey, Magnús Scheving",2010-01-15,2015-12-20,92.0,Lionsgate,Rotten,12.0,90.0,Spilled,40.0,106272.0,30,11,79,Comedy
m/crocodile_dundee_in_los_angeles,Roger Ebert,True,Chicago Sun-Times,Rotten,2/4,2001-04-20,I've seen audits that were more thrilling.,Crocodile Dundee in Los Angeles,"Mick Dundee (Paul Hogan) is an adventurer in the truest sense. He is an ace crocodile hunter who lives in the wilds of the Australian Outback. He has even survived the dangers of New York City. However, his latest adventure may be the biggest test for him yet. Mick Dundee is traveling to that bizarre netherworld - Los Angeles, California.","A sequel as unnecessary as it is belated, Crocodile Dundee in Los Angeles lacks virtually all of the easygoing humor and charm that delighted fans of the original.",PG,"Action & Adventure, Comedy",Simon Wincer,"Eric Abrams, Matthew Berry, Paul Hogan","Paul Hogan, Linda Kozlowski, Jere Burns, Alec Wilson, Gerry Skilton, Jonathan Banks, Steve Rackman, Serge Cockburn, Aida Turturro, Paul Rodriguez, Kaitlin Hopkins, David Ngoombujarra, George Hamilton, Mike Tyson, Hal Fishman, Marta Waller, David Clendinning, Duke Bannister, Betty Bobbitt, Karen Crone, Angela Campbell, Tiriel Mora, Patrick Dargan, Matt Winston, Morgan O'Neill, Clare Carey, Brian Turk, Vladimir McCrary, David Bickford, Rhonda Aldrich, Daryl Keith Roach, Joe Michael Burke, Jim Davidson, Angelo Perez, Gerry Del Sol, Harvey Shain, Keli Daniels, Lenny Citrano, Cara Michelle, Matthew Kimbrough, Grant Piro, David Baldwin, Gabriella Dilabio, Alex Kuzelicki, Shanyn Asmar, John Billingsley, Jay Acovone, Gregg Donovan, Chad Taylor, Buddy Daniel Friedman, Mark Kowalewycz, Ty Smith, David Franklin, Van Markell, Gregory Wheeler, Steven Grives, Alan Zitner, Carey Embry, Mark Adair-Rios, Rick Gonzalez, Kenneth Ransom, Nicholas Hammond, Slim de Grey, Peter Kent, Ray Anthony, Darko Tuskan, Ric Anderson, Keir Beck, Ron Vreeken, Nick McKinless, Nick Lawson, Ozzie Devrish",2001-04-20,2013-08-01,92.0,Paramount,Rotten,11.0,81.0,Spilled,25.0,171802.0,26,9,72,Comedy
m/man_with_one_red_shoe,Roger Ebert,True,Chicago Sun-Times,Rotten,1/4,2004-10-23,"If The Man with One Red Shoe had been funny, it wouldn't have mattered that it was a witless remake. But it is not funny.",The Man with One Red Shoe,"As government official Cooper (Dabney Coleman) plays a nasty game of one-upsmanship with his rival in hopes of landing a promotion, he is deceived into believing that unassuming violinist Richard (Tom Hanks) is involved in international espionage. Cooper sends his top operative, the gorgeous Maddy (Lori Singer), to charm Richard into giving himself away. The naive musician, however, is completely clueless about political intrigue and, sadly, believes he has met the woman of his dreams.",,PG,Comedy,Stan Dragoti,"Robert Klane, Norman Steinberg","Tom Hanks, Lori Singer, Charles Durning, Carrie Fisher, Jim Belushi, Dabney Coleman, Edward Herrmann, Irving Metzman, Tom Noonan, Gerrit Graham, David L. Lander, Ritch Brinkley, Frank Hamilton, Dortha Duckworth, David Ogden Stiers, Dan Ziskie, Stephen Bradley, Art LaFleur, Julius Carry, Richard McGonagle, George Martin, Patricia Gaul, Charles Levin, Dan Resin, Tom Rayhall, Victoria Carroll, Mark Robman, Charles Walker, David Selburg, Lisa Raggio, Ivy Bethune, C. Richard Clark, Tom Chiu, Damita Jo Freeman, Jeff Ware, Noel de Souza, Daniel Ziskie, Sam Sako, David Selberg",1985-07-19,2015-11-25,93.0,Twentieth Century Fox Home Entertainment,Rotten,47.0,15.0,Spilled,40.0,14676.0,2,7,8,Comedy
m/rv,Roger Ebert,True,Chicago Sun-Times,Rotten,2/4,2006-04-28,There is nothing I much disliked but little to really recommend.,RV,"The Munros are a typically American dysfunctional family, complete with rebellious, uncommunicative offspring and baffled parents. Patriarch Bob (Robin Williams) would like to remedy the situation before his son and daughter instant-message their parents out of their lives. Bob rents a motor home to take the clan on vacation but soon finds that camping and togetherness can be hazardous to one's health.","An unoriginal and only occasionally funny family road-trip movie, RV is a mediocre effort that not even the charisma of Robin Williams can save.",PG,"Action & Adventure, Comedy, Kids & Family",Barry Sonnenfeld,Geoff Rodkey,"Robin Williams, Cheryl Hines, Joanna 'JoJo' Levesque, Josh Hutcherson, Jeff Daniels, Kristin Chenoweth, Hunter Parrish, Alex Ferris, Will Arnett, Rob LaBelle, Chloe Sonnefeld, Chloe Sonnenfeld, Tony Hale, Alexis Ferris, Brian Howe, Richard Ian Cox, Veronika Sztopa, Erika-Shaye Gair, Brian Markinson, Kirsten Williamson, Brendan Fletcher, Matthew Gray Gubler, Stephen E. Miller, Malcom Scott, Deborah DeMille, Chad Krowchuk, Ty Olsson, Bruce McFee, Rebecca Erwin Spencer, Giacomo Baessato, Justin Chartier, Andrew Botz, Barry Sonnenfeld",2006-04-28,2014-02-12,98.0,Columbia Pictures,Rotten,23.0,124.0,Spilled,45.0,306168.0,35,29,95,Comedy
